"region","produktionssätt","bränsletyp","år","Elproduktion och bränsleanvändning (MWh)"
"2061 Smedjebacken","vattenkraft","flytande (icke förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","flytande (icke förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","fast (icke förnybara)","2005",0
"2061 Smedjebacken","vattenkraft","fast (icke förnybara)","2006",0
"2061 Smedjebacken","vattenkraft","fast (icke förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","fast (icke förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","gas (icke förnybara)","2005",0
"2061 Smedjebacken","vattenkraft","gas (icke förnybara)","2006",0
"2061 Smedjebacken","vattenkraft","gas (icke förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","gas (icke förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","flytande (förnybara)","2005",0
"2061 Smedjebacken","vattenkraft","flytande (förnybara)","2006",0
"2061 Smedjebacken","vattenkraft","flytande (förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","flytande (förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","fast (förnybara)","2005",0
"2061 Smedjebacken","vattenkraft","fast (förnybara)","2006",0
"2061 Smedjebacken","vattenkraft","fast (förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","fast (förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","gas (förnybara)","2005",0
"2061 Smedjebacken","vattenkraft","gas (förnybara)","2006",0
"2061 Smedjebacken","vattenkraft","gas (förnybara)","2007",0
"2061 Smedjebacken","vattenkraft","gas (förnybara)","2008",0
"2061 Smedjebacken","vattenkraft","övriga","2005",..
"2061 Smedjebacken","vattenkraft","övriga","2006",..
"2061 Smedjebacken","vattenkraft","övriga","2007",..
"2061 Smedjebacken","vattenkraft","övriga","2008",..
"2061 Smedjebacken","vattenkraft","totalt","2005",0
"2061 Smedjebacken","vattenkraft","totalt","2006",0
"2061 Smedjebacken","vattenkraft","totalt","2007",0
"2061 Smedjebacken","vattenkraft","totalt","2008",0
"2061 Smedjebacken","totalt","elproduktion","2005",28108
"2061 Smedjebacken","totalt","elproduktion","2006",39851
"2061 Smedjebacken","totalt","elproduktion","2007",27621
"2061 Smedjebacken","totalt","elproduktion","2008",44974
"2061 Smedjebacken","totalt","flytande (icke förnybara)","2005",0
"2061 Smedjebacken","totalt","flytande (icke förnybara)","2006",0
"2061 Smedjebacken","totalt","flytande (icke förnybara)","2007",0
"2061 Smedjebacken","totalt","flytande (icke förnybara)","2008",0
"2061 Smedjebacken","totalt","fast (icke förnybara)","2005",0
"2061 Smedjebacken","totalt","fast (icke förnybara)","2006",0
"2061 Smedjebacken","totalt","fast (icke förnybara)","2007",0
"2061 Smedjebacken","totalt","fast (icke förnybara)","2008",0
"2061 Smedjebacken","totalt","gas (icke förnybara)","2005",0
"2061 Smedjebacken","totalt","gas (icke förnybara)","2006",0
"2061 Smedjebacken","totalt","gas (icke förnybara)","2007",0
"2061 Smedjebacken","totalt","gas (icke förnybara)","2008",0
"2061 Smedjebacken","totalt","flytande (förnybara)","2005",0
"2061 Smedjebacken","totalt","flytande (förnybara)","2006",0
"2061 Smedjebacken","totalt","flytande (förnybara)","2007",0
"2061 Smedjebacken","totalt","flytande (förnybara)","2008",0
"2061 Smedjebacken","totalt","fast (förnybara)","2005",0
"2061 Smedjebacken","totalt","fast (förnybara)","2006",0
"2061 Smedjebacken","totalt","fast (förnybara)","2007",0
"2061 Smedjebacken","totalt","fast (förnybara)","2008",0
"2061 Smedjebacken","totalt","gas (förnybara)","2005",0
"2061 Smedjebacken","totalt","gas (förnybara)","2006",0
"2061 Smedjebacken","totalt","gas (förnybara)","2007",0
"2061 Smedjebacken","totalt","gas (förnybara)","2008",0
"2061 Smedjebacken","totalt","övriga","2005",0
"2061 Smedjebacken","totalt","övriga","2006",0
"2061 Smedjebacken","totalt","övriga","2007",0
"2061 Smedjebacken","totalt","övriga","2008",0
"2061 Smedjebacken","totalt","totalt","2005",0
"2061 Smedjebacken","totalt","totalt","2006",0
"2061 Smedjebacken","totalt","totalt","2007",0
"2061 Smedjebacken","totalt","totalt","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","elproduktion","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","elproduktion","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","elproduktion","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","elproduktion","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","övriga","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","övriga","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","övriga","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","övriga","2008",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","totalt","2005",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","totalt","2006",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","totalt","2007",0
"2062 Mora","kraftvärmeverk + industriellt mottryck","totalt","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",0
"2062 Mora","vattenkraft","elproduktion","2005",158891
"2062 Mora","vattenkraft","elproduktion","2006",170845
"2062 Mora","vattenkraft","elproduktion","2007",141948
"2062 Mora","vattenkraft","elproduktion","2008",191937
"2062 Mora","vattenkraft","flytande (icke förnybara)","2005",0
"2062 Mora","vattenkraft","flytande (icke förnybara)","2006",0
"2062 Mora","vattenkraft","flytande (icke förnybara)","2007",0
"2062 Mora","vattenkraft","flytande (icke förnybara)","2008",0
"2062 Mora","vattenkraft","fast (icke förnybara)","2005",0
"2062 Mora","vattenkraft","fast (icke förnybara)","2006",0
"2062 Mora","vattenkraft","fast (icke förnybara)","2007",0
"2062 Mora","vattenkraft","fast (icke förnybara)","2008",0
"2062 Mora","vattenkraft","gas (icke förnybara)","2005",0
"2062 Mora","vattenkraft","gas (icke förnybara)","2006",0
"2062 Mora","vattenkraft","gas (icke förnybara)","2007",0
"2062 Mora","vattenkraft","gas (icke förnybara)","2008",0
"2062 Mora","vattenkraft","flytande (förnybara)","2005",0
"2062 Mora","vattenkraft","flytande (förnybara)","2006",0
"2062 Mora","vattenkraft","flytande (förnybara)","2007",0
"2062 Mora","vattenkraft","flytande (förnybara)","2008",0
"2062 Mora","vattenkraft","fast (förnybara)","2005",0
"2062 Mora","vattenkraft","fast (förnybara)","2006",0
"2062 Mora","vattenkraft","fast (förnybara)","2007",0
"2062 Mora","vattenkraft","fast (förnybara)","2008",0
"2062 Mora","vattenkraft","gas (förnybara)","2005",0
"2062 Mora","vattenkraft","gas (förnybara)","2006",0
"2062 Mora","vattenkraft","gas (förnybara)","2007",0
"2062 Mora","vattenkraft","gas (förnybara)","2008",0
"2062 Mora","vattenkraft","övriga","2005",..
"2062 Mora","vattenkraft","övriga","2006",..
"2062 Mora","vattenkraft","övriga","2007",..
"2062 Mora","vattenkraft","övriga","2008",..
"2062 Mora","vattenkraft","totalt","2005",0
"2062 Mora","vattenkraft","totalt","2006",0
"2062 Mora","vattenkraft","totalt","2007",0
"2062 Mora","vattenkraft","totalt","2008",0
"2062 Mora","totalt","elproduktion","2005",158891
"2062 Mora","totalt","elproduktion","2006",170845
"2062 Mora","totalt","elproduktion","2007",141948
"2062 Mora","totalt","elproduktion","2008",191937
"2062 Mora","totalt","flytande (icke förnybara)","2005",0
"2062 Mora","totalt","flytande (icke förnybara)","2006",0
"2062 Mora","totalt","flytande (icke förnybara)","2007",0
"2062 Mora","totalt","flytande (icke förnybara)","2008",0
"2062 Mora","totalt","fast (icke förnybara)","2005",0
"2062 Mora","totalt","fast (icke förnybara)","2006",0
"2062 Mora","totalt","fast (icke förnybara)","2007",0
"2062 Mora","totalt","fast (icke förnybara)","2008",0
"2062 Mora","totalt","gas (icke förnybara)","2005",0
"2062 Mora","totalt","gas (icke förnybara)","2006",0
"2062 Mora","totalt","gas (icke förnybara)","2007",0
"2062 Mora","totalt","gas (icke förnybara)","2008",0
"2062 Mora","totalt","flytande (förnybara)","2005",0
"2062 Mora","totalt","flytande (förnybara)","2006",0
"2062 Mora","totalt","flytande (förnybara)","2007",0
"2062 Mora","totalt","flytande (förnybara)","2008",0
"2062 Mora","totalt","fast (förnybara)","2005",0
"2062 Mora","totalt","fast (förnybara)","2006",0
"2062 Mora","totalt","fast (förnybara)","2007",0
"2062 Mora","totalt","fast (förnybara)","2008",0
"2062 Mora","totalt","gas (förnybara)","2005",0
"2062 Mora","totalt","gas (förnybara)","2006",0
"2062 Mora","totalt","gas (förnybara)","2007",0
"2062 Mora","totalt","gas (förnybara)","2008",0
"2062 Mora","totalt","övriga","2005",0
"2062 Mora","totalt","övriga","2006",0
"2062 Mora","totalt","övriga","2007",0
"2062 Mora","totalt","övriga","2008",0
"2062 Mora","totalt","totalt","2005",0
"2062 Mora","totalt","totalt","2006",0
"2062 Mora","totalt","totalt","2007",0
"2062 Mora","totalt","totalt","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","elproduktion","2005",42938
"2080 Falun","kraftvärmeverk + industriellt mottryck","elproduktion","2006",44483
"2080 Falun","kraftvärmeverk + industriellt mottryck","elproduktion","2007",64552
"2080 Falun","kraftvärmeverk + industriellt mottryck","elproduktion","2008",67137
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2008",846
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2005",58409
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2006",55603
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2007",75920
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2008",78984
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","övriga","2005",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","övriga","2006",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","övriga","2007",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","övriga","2008",0
"2080 Falun","kraftvärmeverk + industriellt mottryck","totalt","2005",58409
"2080 Falun","kraftvärmeverk + industriellt mottryck","totalt","2006",55603
"2080 Falun","kraftvärmeverk + industriellt mottryck","totalt","2007",75920
"2080 Falun","kraftvärmeverk + industriellt mottryck","totalt","2008",79830
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",0
"2080 Falun","vattenkraft","elproduktion","2005",29485
"2080 Falun","vattenkraft","elproduktion","2006",66664
"2080 Falun","vattenkraft","elproduktion","2007",38787
"2080 Falun","vattenkraft","elproduktion","2008",60374
"2080 Falun","vattenkraft","flytande (icke förnybara)","2005",0
"2080 Falun","vattenkraft","flytande (icke förnybara)","2006",0
"2080 Falun","vattenkraft","flytande (icke förnybara)","2007",0
"2080 Falun","vattenkraft","flytande (icke förnybara)","2008",0
"2080 Falun","vattenkraft","fast (icke förnybara)","2005",0
"2080 Falun","vattenkraft","fast (icke förnybara)","2006",0
"2080 Falun","vattenkraft","fast (icke förnybara)","2007",0
"2080 Falun","vattenkraft","fast (icke förnybara)","2008",0
"2080 Falun","vattenkraft","gas (icke förnybara)","2005",0
"2080 Falun","vattenkraft","gas (icke förnybara)","2006",0
"2080 Falun","vattenkraft","gas (icke förnybara)","2007",0
"2080 Falun","vattenkraft","gas (icke förnybara)","2008",0
"2080 Falun","vattenkraft","flytande (förnybara)","2005",0
"2080 Falun","vattenkraft","flytande (förnybara)","2006",0
"2080 Falun","vattenkraft","flytande (förnybara)","2007",0
"2080 Falun","vattenkraft","flytande (förnybara)","2008",0
"2080 Falun","vattenkraft","fast (förnybara)","2005",0
"2080 Falun","vattenkraft","fast (förnybara)","2006",0
"2080 Falun","vattenkraft","fast (förnybara)","2007",0
"2080 Falun","vattenkraft","fast (förnybara)","2008",0
"2080 Falun","vattenkraft","gas (förnybara)","2005",0
"2080 Falun","vattenkraft","gas (förnybara)","2006",0
"2080 Falun","vattenkraft","gas (förnybara)","2007",0
"2080 Falun","vattenkraft","gas (förnybara)","2008",0
"2080 Falun","vattenkraft","övriga","2005",..
"2080 Falun","vattenkraft","övriga","2006",..
"2080 Falun","vattenkraft","övriga","2007",..
"2080 Falun","vattenkraft","övriga","2008",..
"2080 Falun","vattenkraft","totalt","2005",0
"2080 Falun","vattenkraft","totalt","2006",0
"2080 Falun","vattenkraft","totalt","2007",0
"2080 Falun","vattenkraft","totalt","2008",0
"2080 Falun","totalt","elproduktion","2005",72423
"2080 Falun","totalt","elproduktion","2006",111147
"2080 Falun","totalt","elproduktion","2007",103339
"2080 Falun","totalt","elproduktion","2008",127511
"2080 Falun","totalt","flytande (icke förnybara)","2005",0
"2080 Falun","totalt","flytande (icke förnybara)","2006",0
"2080 Falun","totalt","flytande (icke förnybara)","2007",0
"2080 Falun","totalt","flytande (icke förnybara)","2008",846
"2080 Falun","totalt","fast (icke förnybara)","2005",0
"2080 Falun","totalt","fast (icke förnybara)","2006",0
"2080 Falun","totalt","fast (icke förnybara)","2007",0
"2080 Falun","totalt","fast (icke förnybara)","2008",0
"2080 Falun","totalt","gas (icke förnybara)","2005",0
"2080 Falun","totalt","gas (icke förnybara)","2006",0
"2080 Falun","totalt","gas (icke förnybara)","2007",0
"2080 Falun","totalt","gas (icke förnybara)","2008",0
"2080 Falun","totalt","flytande (förnybara)","2005",0
"2080 Falun","totalt","flytande (förnybara)","2006",0
"2080 Falun","totalt","flytande (förnybara)","2007",0
"2080 Falun","totalt","flytande (förnybara)","2008",0
"2080 Falun","totalt","fast (förnybara)","2005",58409
"2080 Falun","totalt","fast (förnybara)","2006",55603
"2080 Falun","totalt","fast (förnybara)","2007",75920
"2080 Falun","totalt","fast (förnybara)","2008",78984
"2080 Falun","totalt","gas (förnybara)","2005",0
"2080 Falun","totalt","gas (förnybara)","2006",0
"2080 Falun","totalt","gas (förnybara)","2007",0
"2080 Falun","totalt","gas (förnybara)","2008",0
"2080 Falun","totalt","övriga","2005",0
"2080 Falun","totalt","övriga","2006",0
"2080 Falun","totalt","övriga","2007",0
"2080 Falun","totalt","övriga","2008",0
"2080 Falun","totalt","totalt","2005",58409
"2080 Falun","totalt","totalt","2006",55603
"2080 Falun","totalt","totalt","2007",75920
"2080 Falun","totalt","totalt","2008",79830
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","elproduktion","2005",94335
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","elproduktion","2006",82416
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","elproduktion","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","elproduktion","2008",82831
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2005",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2006",12581
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2008",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2005",19565
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2006",25718
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2008",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2005",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2006",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2008",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2005",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2006",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2008",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2005",100000
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2006",85147
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2008",116663
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2005",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2006",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2008",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","övriga","2005",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","övriga","2006",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","övriga","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","övriga","2008",0
